Timestamp,Zone,Risk,Trend
2026-02-12 14:54:13,Zone_A,Safe,Decreasing
2026-02-12 14:54:13,Zone_B,Safe,Increasing
2026-02-12 14:54:13,Zone_C,Safe,Increasing
2026-02-12 14:54:13,Zone_D,Safe,Decreasing
2026-02-12 14:54:13,Zone_A,Safe,Increasing
2026-02-12 14:54:13,Zone_B,Safe,Decreasing
2026-02-12 14:54:13,Zone_C,Safe,Increasing
2026-02-12 14:54:13,Zone_D,Safe,Increasing
2026-02-12 14:54:13,Zone_A,Safe,Increasing
2026-02-12 14:54:13,Zone_B,Safe,Increasing
2026-02-12 14:54:13,Zone_C,Safe,Decreasing
2026-02-12 14:54:13,Zone_D,Safe,Decreasing
2026-02-12 14:54:13,Zone_A,Safe,Stable
2026-02-12 14:54:13,Zone_B,Safe,Increasing
2026-02-12 14:54:13,Zone_C,Safe,Increasing
2026-02-12 14:54:13,Zone_D,Safe,Decreasing
2026-02-12 14:54:14,Zone_A,Safe,Decreasing
2026-02-12 14:54:14,Zone_B,Safe,Increasing
2026-02-12 14:54:14,Zone_C,Safe,Decreasing
2026-02-12 14:54:14,Zone_D,Safe,Decreasing
2026-02-12 14:54:14,Zone_A,Safe,Increasing
2026-02-12 14:54:14,Zone_B,Safe,Decreasing
2026-02-12 14:54:14,Zone_C,Safe,Decreasing
2026-02-12 14:54:14,Zone_D,Safe,Increasing
2026-02-12 14:54:14,Zone_A,Safe,Decreasing
2026-02-12 14:54:14,Zone_B,Safe,Decreasing
2026-02-12 14:54:14,Zone_C,Safe,Increasing
2026-02-12 14:54:14,Zone_D,Safe,Decreasing
2026-02-12 14:54:14,Zone_A,Safe,Decreasing
2026-02-12 14:54:14,Zone_B,Safe,Increasing
2026-02-12 14:54:14,Zone_C,Safe,Decreasing
2026-02-12 14:54:14,Zone_D,Safe,Increasing
2026-02-12 14:54:14,Zone_A,Safe,Increasing
2026-02-12 14:54:14,Zone_B,Safe,Decreasing
2026-02-12 14:54:14,Zone_C,Safe,Increasing
2026-02-12 14:54:14,Zone_D,Safe,Decreasing
2026-02-12 14:54:14,Zone_A,Safe,Increasing
2026-02-12 14:54:14,Zone_B,Safe,Decreasing
2026-02-12 14:54:14,Zone_C,Safe,Decreasing
2026-02-12 14:54:14,Zone_D,Safe,Increasing
2026-02-12 14:54:15,Zone_A,Safe,Decreasing
2026-02-12 14:54:15,Zone_B,Safe,Increasing
2026-02-12 14:54:15,Zone_C,Safe,Decreasing
2026-02-12 14:54:15,Zone_D,Safe,Increasing
2026-02-12 14:54:15,Zone_A,Safe,Increasing
2026-02-12 14:54:15,Zone_B,Safe,Decreasing
2026-02-12 14:54:15,Zone_C,Safe,Increasing
2026-02-12 14:54:15,Zone_D,Safe,Decreasing
2026-02-12 14:54:15,Zone_A,Safe,Increasing
2026-02-12 14:54:15,Zone_B,Safe,Increasing
2026-02-12 14:54:15,Zone_C,Safe,Decreasing
2026-02-12 14:54:15,Zone_D,Safe,Decreasing
2026-02-12 14:54:15,Zone_A,Safe,Decreasing
2026-02-12 14:54:15,Zone_B,Safe,Decreasing
2026-02-12 14:54:15,Zone_C,Safe,Decreasing
2026-02-12 14:54:15,Zone_D,Safe,Stable
2026-02-12 14:54:15,Zone_A,Safe,Decreasing
2026-02-12 14:54:15,Zone_B,Safe,Increasing
2026-02-12 14:54:15,Zone_C,Safe,Increasing
2026-02-12 14:54:15,Zone_D,Safe,Decreasing
2026-02-12 14:54:15,Zone_A,Safe,Increasing
2026-02-12 14:54:15,Zone_B,Safe,Decreasing
2026-02-12 14:54:15,Zone_C,Safe,Increasing
2026-02-12 14:54:15,Zone_D,Safe,Increasing
2026-02-12 14:54:16,Zone_A,Safe,Increasing
2026-02-12 14:54:16,Zone_B,Safe,Decreasing
2026-02-12 14:54:16,Zone_C,Safe,Increasing
2026-02-12 14:54:16,Zone_D,Safe,Increasing
2026-02-12 14:54:16,Zone_A,Safe,Decreasing
2026-02-12 14:54:16,Zone_B,Safe,Increasing
2026-02-12 14:54:16,Zone_C,Safe,Decreasing
2026-02-12 14:54:16,Zone_D,Safe,Increasing
2026-02-12 14:54:16,Zone_A,Safe,Decreasing
2026-02-12 14:54:16,Zone_B,Safe,Increasing
2026-02-12 14:54:16,Zone_C,Safe,Decreasing
2026-02-12 14:54:16,Zone_D,Safe,Decreasing
2026-02-12 14:54:16,Zone_A,Safe,Increasing
2026-02-12 14:54:16,Zone_B,Safe,Decreasing
2026-02-12 14:54:16,Zone_C,Safe,Increasing
2026-02-12 14:54:16,Zone_D,Safe,Decreasing
2026-02-12 14:54:16,Zone_A,Safe,Decreasing
2026-02-12 14:54:16,Zone_B,Safe,Increasing
2026-02-12 14:54:16,Zone_C,Safe,Decreasing
2026-02-12 14:54:16,Zone_D,Safe,Decreasing
2026-02-12 14:54:16,Zone_A,Safe,Decreasing
2026-02-12 14:54:16,Zone_B,Safe,Decreasing
2026-02-12 14:54:16,Zone_C,Safe,Decreasing
2026-02-12 14:54:16,Zone_D,Safe,Decreasing
2026-02-12 14:54:16,Zone_A,Safe,Increasing
2026-02-12 14:54:16,Zone_B,Safe,Increasing
2026-02-12 14:54:17,Zone_C,Safe,Decreasing
2026-02-12 14:54:17,Zone_D,Safe,Decreasing
2026-02-12 14:54:17,Zone_A,Safe,Increasing
2026-02-12 14:54:17,Zone_B,Safe,Increasing
2026-02-12 14:54:17,Zone_C,Safe,Increasing
2026-02-12 14:54:17,Zone_D,Safe,Decreasing
2026-02-12 14:54:17,Zone_A,Safe,Decreasing
2026-02-12 14:54:17,Zone_B,Safe,Increasing
2026-02-12 14:54:17,Zone_C,Safe,Decreasing
2026-02-12 14:54:17,Zone_D,Safe,Decreasing
2026-02-12 14:54:17,Zone_A,Safe,Decreasing
2026-02-12 14:54:17,Zone_B,Safe,Increasing
2026-02-12 14:54:17,Zone_C,Safe,Decreasing
2026-02-12 14:54:17,Zone_D,Safe,Decreasing
2026-02-12 14:54:17,Zone_A,Safe,Increasing
2026-02-12 14:54:17,Zone_B,Safe,Decreasing
2026-02-12 14:54:17,Zone_C,Safe,Decreasing
2026-02-12 14:54:17,Zone_D,Safe,Decreasing
2026-02-12 14:54:17,Zone_A,Safe,Increasing
2026-02-12 14:54:17,Zone_B,Safe,Stable
2026-02-12 14:54:17,Zone_C,Safe,Decreasing
2026-02-12 14:54:17,Zone_D,Safe,Increasing
2026-02-12 14:54:17,Zone_A,Safe,Decreasing
2026-02-12 14:54:17,Zone_B,Safe,Increasing
2026-02-12 14:54:17,Zone_C,Safe,Decreasing
2026-02-12 14:54:17,Zone_D,Safe,Increasing
2026-02-12 14:54:18,Zone_A,Safe,Decreasing
2026-02-12 14:54:18,Zone_B,Safe,Decreasing
2026-02-12 14:54:18,Zone_C,Safe,Increasing
2026-02-12 14:54:18,Zone_D,Safe,Decreasing
2026-02-12 14:58:12,Zone_A,Safe,Collecting Data
2026-02-12 14:58:12,Zone_B,Safe,Collecting Data
2026-02-12 14:58:12,Zone_C,Safe,Collecting Data
2026-02-12 14:58:12,Zone_D,Safe,Collecting Data
2026-02-12 14:58:12,Zone_A,Safe,Collecting Data
2026-02-12 14:58:12,Zone_B,Safe,Collecting Data
2026-02-12 14:58:12,Zone_C,Safe,Collecting Data
2026-02-12 14:58:12,Zone_D,Safe,Collecting Data
2026-02-12 14:58:12,Zone_A,Safe,Decreasing
2026-02-12 14:58:12,Zone_B,Safe,Increasing
2026-02-12 14:58:12,Zone_C,Safe,Increasing
2026-02-12 14:58:12,Zone_D,Safe,Increasing
2026-02-12 14:58:12,Zone_A,Safe,Increasing
2026-02-12 14:58:12,Zone_B,Safe,Decreasing
2026-02-12 14:58:12,Zone_C,Safe,Increasing
2026-02-12 14:58:12,Zone_D,Safe,Increasing
2026-02-12 14:58:12,Zone_A,Safe,Stable
2026-02-12 14:58:12,Zone_B,Safe,Decreasing
2026-02-12 14:58:12,Zone_C,Safe,Decreasing
2026-02-12 14:58:12,Zone_D,Safe,Increasing
2026-02-12 14:58:13,Zone_A,Safe,Increasing
2026-02-12 14:58:13,Zone_B,Safe,Decreasing
2026-02-12 14:58:13,Zone_C,Safe,Increasing
2026-02-12 14:58:13,Zone_D,Safe,Increasing
2026-02-12 14:58:13,Zone_A,Safe,Decreasing
2026-02-12 14:58:13,Zone_B,Safe,Decreasing
2026-02-12 14:58:13,Zone_C,Safe,Increasing
2026-02-12 14:58:13,Zone_D,Safe,Increasing
2026-02-12 14:58:13,Zone_A,Safe,Increasing
2026-02-12 14:58:13,Zone_B,Safe,Decreasing
2026-02-12 14:58:13,Zone_C,Safe,Decreasing
2026-02-12 14:58:13,Zone_D,Safe,Increasing
2026-02-12 14:58:13,Zone_A,Safe,Decreasing
2026-02-12 14:58:13,Zone_B,Safe,Increasing
2026-02-12 14:58:13,Zone_C,Safe,Increasing
2026-02-12 14:58:13,Zone_D,Safe,Increasing
2026-02-12 14:58:13,Zone_A,Safe,Decreasing
2026-02-12 14:58:13,Zone_B,Safe,Decreasing
2026-02-12 14:58:13,Zone_C,Safe,Decreasing
2026-02-12 14:58:13,Zone_D,Safe,Increasing
2026-02-12 14:58:14,Zone_A,Safe,Increasing
2026-02-12 14:58:14,Zone_B,Safe,Increasing
2026-02-12 14:58:14,Zone_C,Safe,Decreasing
2026-02-12 14:58:14,Zone_D,Safe,Increasing
2026-02-12 14:58:14,Zone_A,Safe,Decreasing
2026-02-12 14:58:14,Zone_B,Safe,Decreasing
2026-02-12 14:58:14,Zone_C,Safe,Decreasing
2026-02-12 14:58:14,Zone_D,Safe,Increasing
2026-02-12 14:58:14,Zone_A,Safe,Decreasing
2026-02-12 14:58:14,Zone_B,Safe,Decreasing
2026-02-12 14:58:14,Zone_C,Safe,Decreasing
2026-02-12 14:58:14,Zone_D,Safe,Decreasing
2026-02-12 14:58:14,Zone_A,Safe,Decreasing
2026-02-12 14:58:14,Zone_B,Safe,Decreasing
2026-02-12 14:58:14,Zone_C,Safe,Decreasing
2026-02-12 14:58:14,Zone_D,Safe,Decreasing
2026-02-12 14:58:14,Zone_A,Safe,Decreasing
2026-02-12 14:58:14,Zone_B,Safe,Increasing
2026-02-12 14:58:14,Zone_C,Safe,Increasing
2026-02-12 14:58:14,Zone_D,Safe,Decreasing
2026-02-12 14:58:14,Zone_A,Safe,Increasing
2026-02-12 14:58:14,Zone_B,Safe,Increasing
2026-02-12 14:58:14,Zone_C,Safe,Decreasing
2026-02-12 14:58:14,Zone_D,Safe,Increasing
2026-02-12 14:58:15,Zone_A,Safe,Decreasing
2026-02-12 14:58:15,Zone_B,Safe,Decreasing
2026-02-12 14:58:15,Zone_C,Safe,Increasing
2026-02-12 14:58:15,Zone_D,Safe,Decreasing
2026-02-12 14:58:15,Zone_A,Safe,Increasing
2026-02-12 14:58:15,Zone_B,Safe,Decreasing
2026-02-12 14:58:15,Zone_C,Safe,Decreasing
2026-02-12 14:58:15,Zone_D,Safe,Increasing
2026-02-12 14:58:15,Zone_A,Safe,Decreasing
2026-02-12 14:58:15,Zone_B,Safe,Increasing
2026-02-12 14:58:15,Zone_C,Safe,Decreasing
2026-02-12 14:58:15,Zone_D,Safe,Increasing
2026-02-12 14:58:15,Zone_A,Safe,Decreasing
2026-02-12 14:58:15,Zone_B,Safe,Decreasing
2026-02-12 14:58:15,Zone_C,Safe,Increasing
2026-02-12 14:58:15,Zone_D,Safe,Decreasing
2026-02-12 14:58:15,Zone_A,Safe,Increasing
2026-02-12 14:58:15,Zone_B,Safe,Increasing
2026-02-12 14:58:15,Zone_C,Safe,Increasing
2026-02-12 14:58:15,Zone_D,Safe,Increasing
2026-02-12 14:58:16,Zone_A,Safe,Decreasing
2026-02-12 14:58:16,Zone_B,Safe,Increasing
2026-02-12 14:58:16,Zone_C,Safe,Increasing
2026-02-12 14:58:16,Zone_D,Safe,Increasing
2026-02-12 14:58:16,Zone_A,Safe,Increasing
2026-02-12 14:58:16,Zone_B,Safe,Increasing
2026-02-12 14:58:16,Zone_C,Safe,Increasing
2026-02-12 14:58:16,Zone_D,Safe,Increasing
2026-02-12 14:58:16,Zone_A,Safe,Increasing
2026-02-12 14:58:16,Zone_B,Safe,Decreasing
2026-02-12 14:58:16,Zone_C,Safe,Increasing
2026-02-12 14:58:16,Zone_D,Safe,Increasing
2026-02-12 14:58:16,Zone_A,Safe,Increasing
2026-02-12 14:58:16,Zone_B,Safe,Decreasing
2026-02-12 14:58:16,Zone_C,Safe,Increasing
2026-02-12 14:58:16,Zone_D,Safe,Increasing
2026-02-12 14:58:16,Zone_A,Safe,Decreasing
2026-02-12 14:58:16,Zone_B,Safe,Decreasing
2026-02-12 14:58:16,Zone_C,Safe,Decreasing
2026-02-12 14:58:16,Zone_D,Safe,Decreasing
2026-02-12 14:58:17,Zone_A,Safe,Stable
2026-02-12 14:58:17,Zone_B,Safe,Decreasing
2026-02-12 14:58:17,Zone_C,Safe,Decreasing
2026-02-12 14:58:17,Zone_D,Safe,Decreasing
2026-02-12 14:58:17,Zone_A,Safe,Increasing
2026-02-12 14:58:17,Zone_B,Safe,Decreasing
2026-02-12 14:58:17,Zone_C,Safe,Increasing
2026-02-12 14:58:17,Zone_D,Safe,Decreasing
2026-02-12 14:58:17,Zone_A,Safe,Decreasing
2026-02-12 14:58:17,Zone_B,Safe,Increasing
2026-02-12 14:58:17,Zone_C,Safe,Decreasing
2026-02-12 14:58:17,Zone_D,Safe,Increasing
2026-02-12 15:03:48,Zone_A,Safe,Collecting Data
2026-02-12 15:03:48,Zone_B,Safe,Collecting Data
2026-02-12 15:03:48,Zone_C,Safe,Collecting Data
2026-02-12 15:03:48,Zone_D,Safe,Collecting Data
2026-02-12 15:03:48,Zone_A,Safe,Collecting Data
2026-02-12 15:03:48,Zone_B,Safe,Collecting Data
2026-02-12 15:03:48,Zone_C,Safe,Collecting Data
2026-02-12 15:03:48,Zone_D,Safe,Collecting Data
2026-02-12 15:03:49,Zone_A,Safe,Increasing
2026-02-12 15:03:49,Zone_B,Safe,Decreasing
2026-02-12 15:03:49,Zone_C,Safe,Increasing
2026-02-12 15:03:49,Zone_D,Safe,Increasing
2026-02-12 15:03:49,Zone_A,Safe,Increasing
2026-02-12 15:03:49,Zone_B,Safe,Decreasing
2026-02-12 15:03:49,Zone_C,Safe,Increasing
2026-02-12 15:03:49,Zone_D,Safe,Increasing
2026-02-12 15:03:49,Zone_A,Safe,Increasing
2026-02-12 15:03:49,Zone_B,Safe,Decreasing
2026-02-12 15:03:49,Zone_C,Safe,Increasing
2026-02-12 15:03:49,Zone_D,Safe,Increasing
2026-02-12 15:03:50,Zone_A,Safe,Increasing
2026-02-12 15:03:50,Zone_B,Safe,Decreasing
2026-02-12 15:03:50,Zone_C,Safe,Increasing
2026-02-12 15:03:50,Zone_D,Safe,Increasing
2026-02-12 15:03:50,Zone_A,Safe,Increasing
2026-02-12 15:03:50,Zone_B,Safe,Increasing
2026-02-12 15:03:50,Zone_C,Safe,Decreasing
2026-02-12 15:03:50,Zone_D,Safe,Increasing
2026-02-12 15:03:50,Zone_A,Safe,Increasing
2026-02-12 15:03:50,Zone_B,Safe,Decreasing
2026-02-12 15:03:50,Zone_C,Safe,Increasing
2026-02-12 15:03:50,Zone_D,Safe,Increasing
2026-02-12 15:03:50,Zone_A,Safe,Increasing
2026-02-12 15:03:50,Zone_B,Safe,Decreasing
2026-02-12 15:03:50,Zone_C,Safe,Decreasing
2026-02-12 15:03:50,Zone_D,Safe,Increasing
2026-02-12 15:03:50,Zone_A,Safe,Increasing
2026-02-12 15:03:50,Zone_B,Safe,Increasing
2026-02-12 15:03:50,Zone_C,Safe,Decreasing
2026-02-12 15:03:50,Zone_D,Safe,Increasing
2026-02-12 15:03:51,Zone_A,Safe,Decreasing
2026-02-12 15:03:51,Zone_B,Safe,Increasing
2026-02-12 15:03:51,Zone_C,Safe,Decreasing
2026-02-12 15:03:51,Zone_D,Safe,Increasing
2026-02-12 15:03:51,Zone_A,Safe,Decreasing
2026-02-12 15:03:51,Zone_B,Safe,Increasing
2026-02-12 15:03:51,Zone_C,Safe,Decreasing
2026-02-12 15:03:51,Zone_D,Safe,Stable
2026-02-12 15:03:51,Zone_A,Safe,Increasing
2026-02-12 15:03:51,Zone_B,Safe,Decreasing
2026-02-12 15:03:51,Zone_C,Safe,Decreasing
2026-02-12 15:03:51,Zone_D,Safe,Increasing
2026-02-12 15:03:51,Zone_A,Safe,Increasing
2026-02-12 15:03:51,Zone_B,Safe,Increasing
2026-02-12 15:03:51,Zone_C,Safe,Increasing
2026-02-12 15:03:51,Zone_D,Safe,Decreasing
2026-02-12 15:03:51,Zone_A,Safe,Increasing
2026-02-12 15:03:51,Zone_B,Safe,Decreasing
2026-02-12 15:03:51,Zone_C,Safe,Decreasing
2026-02-12 15:03:51,Zone_D,Safe,Increasing
2026-02-12 15:03:52,Zone_A,Safe,Decreasing
2026-02-12 15:03:52,Zone_B,Safe,Decreasing
2026-02-12 15:03:52,Zone_C,Safe,Decreasing
2026-02-12 15:03:52,Zone_D,Safe,Increasing
2026-02-12 15:03:52,Zone_A,Safe,Increasing
2026-02-12 15:03:52,Zone_B,Safe,Decreasing
2026-02-12 15:03:52,Zone_C,Safe,Decreasing
2026-02-12 15:03:52,Zone_D,Safe,Decreasing
2026-02-12 15:03:52,Zone_A,Safe,Increasing
2026-02-12 15:03:52,Zone_B,Safe,Increasing
2026-02-12 15:03:52,Zone_C,Safe,Increasing
2026-02-12 15:03:52,Zone_D,Safe,Decreasing
2026-02-12 15:03:52,Zone_A,Safe,Decreasing
2026-02-12 15:03:52,Zone_B,Safe,Decreasing
2026-02-12 15:03:52,Zone_C,Safe,Increasing
2026-02-12 15:03:52,Zone_D,Safe,Decreasing
2026-02-12 15:03:52,Zone_A,Safe,Decreasing
2026-02-12 15:03:52,Zone_B,Safe,Decreasing
2026-02-12 15:03:52,Zone_C,Safe,Decreasing
2026-02-12 15:03:52,Zone_D,Safe,Increasing
2026-02-12 15:03:53,Zone_A,Safe,Increasing
2026-02-12 15:03:53,Zone_B,Safe,Decreasing
2026-02-12 15:03:53,Zone_C,Safe,Decreasing
2026-02-12 15:03:53,Zone_D,Safe,Decreasing
2026-02-12 15:03:53,Zone_A,Safe,Decreasing
2026-02-12 15:03:53,Zone_B,Safe,Increasing
2026-02-12 15:03:53,Zone_C,Safe,Increasing
2026-02-12 15:03:53,Zone_D,Safe,Increasing
2026-02-12 15:03:53,Zone_A,Safe,Increasing
2026-02-12 15:03:53,Zone_B,Safe,Decreasing
2026-02-12 15:03:53,Zone_C,Safe,Decreasing
2026-02-12 15:03:53,Zone_D,Safe,Increasing
2026-02-12 15:03:53,Zone_A,Safe,Increasing
2026-02-12 15:03:53,Zone_B,Safe,Increasing
2026-02-12 15:03:53,Zone_C,Safe,Increasing
2026-02-12 15:03:53,Zone_D,Safe,Increasing
2026-02-12 15:03:54,Zone_A,Safe,Decreasing
2026-02-12 15:03:54,Zone_B,Safe,Decreasing
2026-02-12 15:03:54,Zone_C,Safe,Increasing
2026-02-12 15:03:54,Zone_D,Safe,Increasing
2026-02-12 15:03:54,Zone_A,Safe,Decreasing
2026-02-12 15:03:54,Zone_B,Safe,Increasing
2026-02-12 15:03:54,Zone_C,Safe,Increasing
2026-02-12 15:03:54,Zone_D,Safe,Stable
2026-02-12 15:03:54,Zone_A,Safe,Decreasing
2026-02-12 15:03:54,Zone_B,Safe,Decreasing
2026-02-12 15:03:54,Zone_C,Safe,Decreasing
2026-02-12 15:03:54,Zone_D,Safe,Increasing
2026-02-12 15:03:54,Zone_A,Safe,Decreasing
